filename,class,city,phase
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.62880_-3.64384_grid-i87_grid-j81.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.43309_-3.85868_grid-i36_grid-j27.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.38308_-3.43810.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.65417_-3.90080_grid-i26_grid-j88.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.39019_-4.16034.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.72308_-3.58468.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.43671_-3.93872_grid-i17_grid-j28.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.62987_-3.63755.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.29124_-3.53238.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.73531_-4.02049.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.72847_-3.82689.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.78245_-3.84657.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.01832_-3.59854.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.94630_-3.69174.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.67887_-4.12569.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.39622_-4.25696.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.69772_-3.76417.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.26532_-3.68907.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.48676_-3.42933.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.46549_-3.46922.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.88414_-3.83333.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.34988_-3.57599.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54544_-3.97242_grid-i9_grid-j58.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.34884_-3.90622.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.22158_-4.54583.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.66142_-3.92608_grid-i20_grid-j90.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.09929_-3.49151.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.70121_-3.53119.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.37118_-3.77362.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.43671_-3.72809_grid-i67_grid-j28.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.35440_-3.78040.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.35284_-3.56281.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.65780_-3.93450_grid-i18_grid-j89.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.74977_-4.05207.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.62880_-3.87553_grid-i32_grid-j81.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.42584_-3.85868_grid-i36_grid-j25.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.45846_-3.71966_grid-i69_grid-j34.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.00376_-3.60014.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57806_-3.68175_grid-i78_grid-j67.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.67592_-3.90080_grid-i26_grid-j94.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.47181_-3.70360.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.46571_-3.90502_grid-i25_grid-j36.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.38265_-3.62632.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63968_-3.68175_grid-i78_grid-j84.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57806_-3.74494_grid-i63_grid-j67.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51645_-3.74073_grid-i64_grid-j50.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.32270_-3.50064.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51135_-3.72737.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.49873_-4.05023.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.42536_-3.41880.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.68940_-4.01779.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.32583_-3.68309.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.90007_-3.52584.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.35389_-3.77975.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.85161_-3.87986.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.10692_-3.40629.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.27757_-4.52401.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.32001_-3.25679.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.55994_-3.82498_grid-i44_grid-j62.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.39484_-3.87621.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.59256_-3.73651_grid-i65_grid-j71.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.62524_-3.60068.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Airports\madrid,-es_z17_40.50455_-3.55862.jpg",Airports,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.05666_-3.46155.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.53095_-3.82077_grid-i45_grid-j54.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.37811_-3.72266.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.73965_-3.81269.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.22104_-4.54365.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.19479_-3.62051.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.87904_-3.77162.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.32328_-3.51036.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.20425_-3.56261.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.48021_-3.98506_grid-i6_grid-j40.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.48863_-3.74266.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44764_-3.46960.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.39284_-3.41131.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.98948_-3.61334.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.31077_-3.70971.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.44141_-3.84568.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.60706_-3.96820_grid-i10_grid-j75.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.55549_-3.78784.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.58531_-3.74915_grid-i62_grid-j69.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.51282_-3.85447_grid-i37_grid-j49.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.39161_-3.85681.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.51645_-3.78285_grid-i54_grid-j50.jpg",Forests,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.49470_-3.80392_grid-i49_grid-j44.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.40125_-3.39380.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54907_-3.81655_grid-i46_grid-j59.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.40441_-3.86264.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.44973_-3.78796.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61068_-3.87974_grid-i31_grid-j76.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.51282_-3.89238_grid-i28_grid-j49.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.37692_-3.85498.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.29877_-3.53156.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.75042_-3.59811.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.51208_-3.40575.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.53661_-3.58450.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.19706_-3.51162.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.45121_-3.78285_grid-i54_grid-j32.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.58372_-4.02529.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.48745_-3.69018_grid-i76_grid-j42.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.28186_-3.74545.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.55536_-4.02864.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.63277_-3.90652.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.70542_-3.84090.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61068_-3.83762_grid-i41_grid-j76.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.10025_-3.33790.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.43574_-3.75446.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.74921_-4.06448.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.23721_-3.96933.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.59820_-4.17092.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.41497_-3.74915_grid-i62_grid-j22.jpg",Green urban areas,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.27118_-4.52063.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.20754_-3.67811.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.61068_-3.63120_grid-i90_grid-j76.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.28989_-3.96400.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.69890_-3.57234.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.63605_-3.64384_grid-i87_grid-j83.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.78906_-3.97546.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.47267_-3.74430.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.71165_-4.13299.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.38854_-3.98069.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.48500_-4.29635.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.44396_-3.95135_grid-i14_grid-j30.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57806_-3.91344_grid-i23_grid-j67.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.76958_-3.58539.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.15182_-3.43389.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.36568_-3.69312.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.60879_-3.47158.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.37623_-3.69791.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.39238_-3.87079.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.57081_-3.85447_grid-i37_grid-j65.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.29939_-3.67947.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.62669_-3.51334.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.56521_-3.61396.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.42045_-3.71437.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Water bodies\madrid,-es_z17_40.41091_-4.39660.jpg",Water bodies,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.54182_-3.96820_grid-i10_grid-j57.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_39.92947_-3.81050.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.73224_-4.11357.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.63641_-3.57995.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.29614_-3.82671.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.60706_-3.72388_grid-i68_grid-j75.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Forests\madrid,-es_z17_41.08968_-3.61442.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.10807_-3.32009.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.44759_-3.74915_grid-i62_grid-j31.jpg",Sports and leisure facilities,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.38276_-3.77438.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.31454_-4.40493.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.56059_-4.14656.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.33776_-3.86054.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.41045_-3.49546.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.46764_-3.75612.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.59981_-3.74073_grid-i64_grid-j73.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.34118_-3.72156.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.58531_-3.78285_grid-i54_grid-j69.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.58169_-3.86710_grid-i34_grid-j68.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.25722_-3.88150.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.52318_-3.90046.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.50253_-3.51371.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.50195_-3.88817_grid-i29_grid-j46.jpg","Industrial, commercial, public, military and private units","madrid, es",validation
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.62744_-4.02257.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.26069_-3.68854.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.67954_-3.88817_grid-i29_grid-j95.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Sports and leisure facilities\madrid,-es_z17_40.60284_-3.57582.jpg",Sports and leisure facilities,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.87434_-3.46733.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.49101_-3.39486.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.49833_-3.78706_grid-i53_grid-j45.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",validation
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.34846_-3.17323.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.33602_-3.24178.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
"../data/imagery/madrid, es\Green urban areas\madrid,-es_z17_40.46840_-3.85232.jpg",Green urban areas,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.20976_-4.51884.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.10096_-3.33938.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Forests\madrid,-es_z17_40.17128_-3.40841.jpg",Forests,"madrid, es",training
"../data/imagery/madrid, es\Industrial, commercial, public, military and private units\madrid,-es_z17_40.47633_-3.44595.jpg","Industrial, commercial, public, military and private units","madrid, es",training
"../data/imagery/madrid, es\Agricultural + Semi-natural areas + Wetlands\madrid,-es_z17_40.49863_-4.16155.jpg",Agricultural + Semi-natural areas + Wetlands,"madrid, es",training
